2025-08-19 10:04:21.958 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-08-19 15:02:36.780 [http-nio-8080-exec-7] INFO  com.ankai.security.JwtAuthenticationFilter - JWT过滤器处理请求: POST /api/test/token-test
2025-08-19 15:02:36.780 [http-nio-8080-exec-7] INFO  com.ankai.security.JwtAuthenticationFilter - === Authorization头检查 ===
2025-08-19 15:02:36.780 [http-nio-8080-exec-7] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头存在: true
2025-08-19 15:02:36.780 [http-nio-8080-exec-7] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头内容: Bearer eyJhbGciOiJIUzUxMiJ9.eyJ1c2VySWQiOjEsInVzZXJuYW1lIjoiYWRtaW4iLCJzdWIiOiJhZG1pbiIsImlhdCI6MTc1NTU4Njg5OSwiZXhwIjoxNzU2MTkxNjk5fQ.yZzIQgpk_64ewFq4iL-Uu-Nxg40vZm6HYGdc179v4PsQnaZpMpW6Uvvt9Z0Dsukfh6K606DjrofAHZ_VreLXBA
2025-08-19 15:02:36.780 [http-nio-8080-exec-7] INFO  com.ankai.security.JwtAuthenticationFilter - 是否以'Bearer '开头: true
2025-08-19 15:02:36.780 [http-nio-8080-exec-7] INFO  com.ankai.security.JwtAuthenticationFilter - 成功提取Token，长度: 214
2025-08-19 15:02:36.780 [http-nio-8080-exec-7] INFO  com.ankai.security.JwtAuthenticationFilter - Token前20位: eyJhbGciOiJIUzUxMiJ9...
2025-08-19 15:02:36.780 [http-nio-8080-exec-7] INFO  com.ankai.security.JwtAuthenticationFilter - === JWT Token检查 ===
2025-08-19 15:02:36.780 [http-nio-8080-exec-7] INFO  com.ankai.security.JwtAuthenticationFilter - Token存在: true
2025-08-19 15:02:36.780 [http-nio-8080-exec-7] INFO  com.ankai.security.JwtAuthenticationFilter - Token长度: 214
2025-08-19 15:02:36.781 [http-nio-8080-exec-7] INFO  com.ankai.security.JwtAuthenticationFilter - Token前20位: eyJhbGciOiJIUzUxMiJ9...
2025-08-19 15:02:36.781 [http-nio-8080-exec-7] INFO  com.ankai.security.JwtAuthenticationFilter - 开始验证Token...
2025-08-19 15:02:36.785 [http-nio-8080-exec-7] INFO  com.ankai.security.JwtAuthenticationFilter - Token验证结果: true
2025-08-19 15:02:36.785 [http-nio-8080-exec-7] INFO  com.ankai.security.UserDetailsServiceImpl - 加载用户信息: admin
2025-08-19 15:02:36.851 [http-nio-8080-exec-7] INFO  com.ankai.security.UserDetailsServiceImpl - 用户 admin 拥有权限: [ROLE_SUPER_ADMIN, SUPER_ADMIN]
2025-08-19 15:02:36.853 [http-nio-8080-exec-7] INFO  com.ankai.security.JwtAuthenticationFilter - 用户 admin 认证成功，已设置到Security上下文
2025-08-19 15:02:36.854 [http-nio-8080-exec-7] INFO  com.ankai.controller.TestController - === Token测试接口被调用 ===
2025-08-19 15:02:36.857 [http-nio-8080-exec-7] INFO  com.ankai.controller.TestController - Token测试结果: {requiresAuth=true, usernameFromToken=admin, tokenStatus=Token验证成功, method=POST, tokenValid=true, relevantHeaders={authorization=Bearer eyJhbGciOiJIUzUxMiJ9.eyJ1c2VySWQiOjEsInVzZXJuYW1lIjoiYWRtaW4iLCJzdWIiOiJhZG1pbiIsImlhdCI6MTc1NTU4Njg5OSwiZXhwIjoxNzU2MTkxNjk5fQ.yZzIQgpk_64ewFq4iL-Uu-Nxg40vZm6HYGdc179v4PsQnaZpMpW6Uvvt9Z0Dsukfh6K606DjrofAHZ_VreLXBA}, springSecurityAuthenticated=true, authenticatedUser=admin, authorizationHeader=Bearer eyJhbGciOiJIUzUxMiJ9.eyJ1c2VySWQiOjEsInVzZXJuYW1lIjoiYWRtaW4iLCJzdWIiOiJhZG1pbiIsImlhdCI6MTc1NTU4Njg5OSwiZXhwIjoxNzU2MTkxNjk5fQ.yZzIQgpk_64ewFq4iL-Uu-Nxg40vZm6HYGdc179v4PsQnaZpMpW6Uvvt9Z0Dsukfh6K606DjrofAHZ_VreLXBA, authHeaderLength=221, authorities=[ROLE_SUPER_ADMIN, SUPER_ADMIN], hasAuthorizationHeader=true, endpoint=/api/test/token-test, tokenPreview=eyJhbGciOiJIUzUxMiJ9.eyJ1c2VyS..., tokenLength=214, requestBody={testMessage=Axios实例测试请求, timestamp=2025-08-19T07:02:36.775Z}, startsWithBearer=true, timestamp=2025-08-19T15:02:36.854320800}
2025-08-19 15:02:39.017 [http-nio-8080-exec-8] INFO  com.ankai.security.JwtAuthenticationFilter - JWT过滤器处理请求: POST /api/test/token-test
2025-08-19 15:02:39.017 [http-nio-8080-exec-8] INFO  com.ankai.security.JwtAuthenticationFilter - === Authorization头检查 ===
2025-08-19 15:02:39.017 [http-nio-8080-exec-8] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头存在: true
2025-08-19 15:02:39.017 [http-nio-8080-exec-8] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头内容: Bearer eyJhbGciOiJIUzUxMiJ9.eyJ1c2VySWQiOjEsInVzZXJuYW1lIjoiYWRtaW4iLCJzdWIiOiJhZG1pbiIsImlhdCI6MTc1NTU4Njg5OSwiZXhwIjoxNzU2MTkxNjk5fQ.yZzIQgpk_64ewFq4iL-Uu-Nxg40vZm6HYGdc179v4PsQnaZpMpW6Uvvt9Z0Dsukfh6K606DjrofAHZ_VreLXBA
2025-08-19 15:02:39.017 [http-nio-8080-exec-8] INFO  com.ankai.security.JwtAuthenticationFilter - 是否以'Bearer '开头: true
2025-08-19 15:02:39.017 [http-nio-8080-exec-8] INFO  com.ankai.security.JwtAuthenticationFilter - 成功提取Token，长度: 214
2025-08-19 15:02:39.017 [http-nio-8080-exec-8] INFO  com.ankai.security.JwtAuthenticationFilter - Token前20位: eyJhbGciOiJIUzUxMiJ9...
2025-08-19 15:02:39.017 [http-nio-8080-exec-8] INFO  com.ankai.security.JwtAuthenticationFilter - === JWT Token检查 ===
2025-08-19 15:02:39.017 [http-nio-8080-exec-8] INFO  com.ankai.security.JwtAuthenticationFilter - Token存在: true
2025-08-19 15:02:39.018 [http-nio-8080-exec-8] INFO  com.ankai.security.JwtAuthenticationFilter - Token长度: 214
2025-08-19 15:02:39.018 [http-nio-8080-exec-8] INFO  com.ankai.security.JwtAuthenticationFilter - Token前20位: eyJhbGciOiJIUzUxMiJ9...
2025-08-19 15:02:39.018 [http-nio-8080-exec-8] INFO  com.ankai.security.JwtAuthenticationFilter - 开始验证Token...
2025-08-19 15:02:39.021 [http-nio-8080-exec-8] INFO  com.ankai.security.JwtAuthenticationFilter - Token验证结果: true
2025-08-19 15:02:39.022 [http-nio-8080-exec-8] INFO  com.ankai.security.UserDetailsServiceImpl - 加载用户信息: admin
2025-08-19 15:02:39.084 [http-nio-8080-exec-8] INFO  com.ankai.security.UserDetailsServiceImpl - 用户 admin 拥有权限: [ROLE_SUPER_ADMIN, SUPER_ADMIN]
2025-08-19 15:02:39.087 [http-nio-8080-exec-8] INFO  com.ankai.security.JwtAuthenticationFilter - 用户 admin 认证成功，已设置到Security上下文
2025-08-19 15:02:39.089 [http-nio-8080-exec-8] INFO  com.ankai.controller.TestController - === Token测试接口被调用 ===
2025-08-19 15:02:39.093 [http-nio-8080-exec-8] INFO  com.ankai.controller.TestController - Token测试结果: {requiresAuth=true, usernameFromToken=admin, tokenStatus=Token验证成功, method=POST, tokenValid=true, relevantHeaders={authorization=Bearer eyJhbGciOiJIUzUxMiJ9.eyJ1c2VySWQiOjEsInVzZXJuYW1lIjoiYWRtaW4iLCJzdWIiOiJhZG1pbiIsImlhdCI6MTc1NTU4Njg5OSwiZXhwIjoxNzU2MTkxNjk5fQ.yZzIQgpk_64ewFq4iL-Uu-Nxg40vZm6HYGdc179v4PsQnaZpMpW6Uvvt9Z0Dsukfh6K606DjrofAHZ_VreLXBA}, springSecurityAuthenticated=true, authenticatedUser=admin, authorizationHeader=Bearer eyJhbGciOiJIUzUxMiJ9.eyJ1c2VySWQiOjEsInVzZXJuYW1lIjoiYWRtaW4iLCJzdWIiOiJhZG1pbiIsImlhdCI6MTc1NTU4Njg5OSwiZXhwIjoxNzU2MTkxNjk5fQ.yZzIQgpk_64ewFq4iL-Uu-Nxg40vZm6HYGdc179v4PsQnaZpMpW6Uvvt9Z0Dsukfh6K606DjrofAHZ_VreLXBA, authHeaderLength=221, authorities=[ROLE_SUPER_ADMIN, SUPER_ADMIN], hasAuthorizationHeader=true, endpoint=/api/test/token-test, tokenPreview=eyJhbGciOiJIUzUxMiJ9.eyJ1c2VyS..., tokenLength=214, requestBody={testMessage=手动fetch测试请求, timestamp=2025-08-19T07:02:39.016Z}, startsWithBearer=true, timestamp=2025-08-19T15:02:39.090322900}
2025-08-19 15:07:23.114 [http-nio-8080-exec-10] INFO  com.ankai.security.JwtAuthenticationFilter - JWT过滤器处理请求: POST /api/auth/login
2025-08-19 15:07:23.115 [http-nio-8080-exec-10] INFO  com.ankai.security.JwtAuthenticationFilter - === Authorization头检查 ===
2025-08-19 15:07:23.116 [http-nio-8080-exec-10] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头存在: false
2025-08-19 15:07:23.116 [http-nio-8080-exec-10] INFO  com.ankai.security.JwtAuthenticationFilter - === JWT Token检查 ===
2025-08-19 15:07:23.116 [http-nio-8080-exec-10] INFO  com.ankai.security.JwtAuthenticationFilter - Token存在: false
2025-08-19 15:07:23.131 [http-nio-8080-exec-10] INFO  com.ankai.controller.AuthController - 接收到登录请求: admin
2025-08-19 15:07:23.131 [http-nio-8080-exec-10] INFO  com.ankai.service.impl.AuthServiceImpl - 用户登录请求: admin
2025-08-19 15:07:23.132 [http-nio-8080-exec-10] INFO  com.ankai.security.UserDetailsServiceImpl - 加载用户信息: admin
2025-08-19 15:07:23.206 [http-nio-8080-exec-10] INFO  com.ankai.security.UserDetailsServiceImpl - 用户 admin 拥有权限: [ROLE_SUPER_ADMIN, SUPER_ADMIN]
2025-08-19 15:07:23.314 [http-nio-8080-exec-10] INFO  com.ankai.service.impl.AuthServiceImpl - 用户登录成功: admin
2025-08-19 15:07:27.734 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - JWT过滤器处理请求: POST /api/test/token-test-public
2025-08-19 15:07:27.734 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - === Authorization头检查 ===
2025-08-19 15:07:27.734 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头存在: true
2025-08-19 15:07:27.734 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头内容: Bearer eyJhbGciOiJIUzUxMiJ9.eyJ1c2VySWQiOjEsInVzZXJuYW1lIjoiYWRtaW4iLCJzdWIiOiJhZG1pbiIsImlhdCI6MTc1NTU4NzI0MywiZXhwIjoxNzU2MTkyMDQzfQ.VmmAnnSC0XlYTsshArgSkx90FiZ-fxDWudfqHBau3qIVFzXL8Fn8YcEjiXjXXqqzDqc-0rBRwD9lBSxQgJjq1g
2025-08-19 15:07:27.734 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - 是否以'Bearer '开头: true
2025-08-19 15:07:27.734 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - 成功提取Token，长度: 214
2025-08-19 15:07:27.734 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - Token前20位: eyJhbGciOiJIUzUxMiJ9...
2025-08-19 15:07:27.734 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - === JWT Token检查 ===
2025-08-19 15:07:27.734 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - Token存在: true
2025-08-19 15:07:27.734 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - Token长度: 214
2025-08-19 15:07:27.734 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - Token前20位: eyJhbGciOiJIUzUxMiJ9...
2025-08-19 15:07:27.734 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - 开始验证Token...
2025-08-19 15:07:27.738 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - Token验证结果: true
2025-08-19 15:07:27.739 [http-nio-8080-exec-1] INFO  com.ankai.security.UserDetailsServiceImpl - 加载用户信息: admin
2025-08-19 15:07:27.803 [http-nio-8080-exec-1] INFO  com.ankai.security.UserDetailsServiceImpl - 用户 admin 拥有权限: [ROLE_SUPER_ADMIN, SUPER_ADMIN]
2025-08-19 15:07:27.806 [http-nio-8080-exec-1] INFO  com.ankai.security.JwtAuthenticationFilter - 用户 admin 认证成功，已设置到Security上下文
2025-08-19 15:07:27.808 [http-nio-8080-exec-1] INFO  com.ankai.controller.TestController - === 公开Token测试接口被调用 ===
2025-08-19 15:07:27.813 [http-nio-8080-exec-1] INFO  com.ankai.controller.TestController - 公开Token测试结果: {requiresAuth=false, usernameFromToken=admin, method=POST, tokenFormatValid=true, tokenValid=true, authorizationHeader=Bearer eyJhbGciOiJIUzUxMiJ9.eyJ1c2VySWQiOjEsInVzZXJuYW1lIjoiYWRtaW4iLCJzdWIiOiJhZG1pbiIsImlhdCI6MTc1NTU4NzI0MywiZXhwIjoxNzU2MTkyMDQzfQ.VmmAnnSC0XlYTsshArgSkx90FiZ-fxDWudfqHBau3qIVFzXL8Fn8YcEjiXjXXqqzDqc-0rBRwD9lBSxQgJjq1g, endpoint=/api/test/token-test-public, tokenPreview=eyJhbGciOiJIUzUxMiJ9.eyJ1c2VyS..., allHeaders={cookie=XXL_JOB_LOGIN_IDENTITY=7b226964223a312c22757365726e616d65223a2261646d696e222c2270617373776f7264223a226531306164633339343962613539616262653536653035376632306638383365222c22726f6c65223a312c227065726d697373696f6e223a6e756c6c7d; Idea-6d4166df=05540577-6047-4cbe-8879-88f43ceeaa3d, accept-language=zh-CN,zh;q=0.9, accept-encoding=gzip, deflate, br, zstd, referer=http://localhost:8000/token-test, sec-fetch-dest=empty, sec-fetch-mode=cors, sec-fetch-site=same-origin, origin=http://localhost:8080, sec-ch-ua-mobile=?0, content-type=application/json, sec-ch-ua="Not;A=Brand";v="99", "Google Chrome";v="139", "Chromium";v="139", accept=application/json, text/plain, */*, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36, authorization=Bearer eyJhbGciOiJIUzUxMiJ9.eyJ1c2VySWQiOjEsInVzZXJuYW1lIjoiYWRtaW4iLCJzdWIiOiJhZG1pbiIsImlhdCI6MTc1NTU4NzI0MywiZXhwIjoxNzU2MTkyMDQzfQ.VmmAnnSC0XlYTsshArgSkx90FiZ-fxDWudfqHBau3qIVFzXL8Fn8YcEjiXjXXqqzDqc-0rBRwD9lBSxQgJjq1g, sec-ch-ua-platform="Windows", content-length=80, connection=close, host=localhost:8080}, tokenLength=214, requestBody={testMessage=Axios实例测试请求, timestamp=2025-08-19T07:07:27.728Z}, hasToken=true, timestamp=2025-08-19T15:07:27.808870800}
2025-08-19 15:07:32.236 [http-nio-8080-exec-2] INFO  com.ankai.security.JwtAuthenticationFilter - JWT过滤器处理请求: POST /api/test/token-test
2025-08-19 15:07:32.236 [http-nio-8080-exec-2] INFO  com.ankai.security.JwtAuthenticationFilter - === Authorization头检查 ===
2025-08-19 15:07:32.236 [http-nio-8080-exec-2] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头存在: true
2025-08-19 15:07:32.236 [http-nio-8080-exec-2] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头内容: Bearer eyJhbGciOiJIUzUxMiJ9.eyJ1c2VySWQiOjEsInVzZXJuYW1lIjoiYWRtaW4iLCJzdWIiOiJhZG1pbiIsImlhdCI6MTc1NTU4NzI0MywiZXhwIjoxNzU2MTkyMDQzfQ.VmmAnnSC0XlYTsshArgSkx90FiZ-fxDWudfqHBau3qIVFzXL8Fn8YcEjiXjXXqqzDqc-0rBRwD9lBSxQgJjq1g
2025-08-19 15:07:32.236 [http-nio-8080-exec-2] INFO  com.ankai.security.JwtAuthenticationFilter - 是否以'Bearer '开头: true
2025-08-19 15:07:32.236 [http-nio-8080-exec-2] INFO  com.ankai.security.JwtAuthenticationFilter - 成功提取Token，长度: 214
2025-08-19 15:07:32.236 [http-nio-8080-exec-2] INFO  com.ankai.security.JwtAuthenticationFilter - Token前20位: eyJhbGciOiJIUzUxMiJ9...
2025-08-19 15:07:32.236 [http-nio-8080-exec-2] INFO  com.ankai.security.JwtAuthenticationFilter - === JWT Token检查 ===
2025-08-19 15:07:32.236 [http-nio-8080-exec-2] INFO  com.ankai.security.JwtAuthenticationFilter - Token存在: true
2025-08-19 15:07:32.236 [http-nio-8080-exec-2] INFO  com.ankai.security.JwtAuthenticationFilter - Token长度: 214
2025-08-19 15:07:32.236 [http-nio-8080-exec-2] INFO  com.ankai.security.JwtAuthenticationFilter - Token前20位: eyJhbGciOiJIUzUxMiJ9...
2025-08-19 15:07:32.236 [http-nio-8080-exec-2] INFO  com.ankai.security.JwtAuthenticationFilter - 开始验证Token...
2025-08-19 15:07:32.238 [http-nio-8080-exec-2] INFO  com.ankai.security.JwtAuthenticationFilter - Token验证结果: true
2025-08-19 15:07:32.240 [http-nio-8080-exec-2] INFO  com.ankai.security.UserDetailsServiceImpl - 加载用户信息: admin
2025-08-19 15:07:32.302 [http-nio-8080-exec-2] INFO  com.ankai.security.UserDetailsServiceImpl - 用户 admin 拥有权限: [ROLE_SUPER_ADMIN, SUPER_ADMIN]
2025-08-19 15:07:32.305 [http-nio-8080-exec-2] INFO  com.ankai.security.JwtAuthenticationFilter - 用户 admin 认证成功，已设置到Security上下文
2025-08-19 15:07:32.307 [http-nio-8080-exec-2] INFO  com.ankai.controller.TestController - === Token测试接口被调用 ===
2025-08-19 15:07:32.309 [http-nio-8080-exec-2] INFO  com.ankai.controller.TestController - Token测试结果: {requiresAuth=true, usernameFromToken=admin, tokenStatus=Token验证成功, method=POST, tokenValid=true, relevantHeaders={authorization=Bearer eyJhbGciOiJIUzUxMiJ9.eyJ1c2VySWQiOjEsInVzZXJuYW1lIjoiYWRtaW4iLCJzdWIiOiJhZG1pbiIsImlhdCI6MTc1NTU4NzI0MywiZXhwIjoxNzU2MTkyMDQzfQ.VmmAnnSC0XlYTsshArgSkx90FiZ-fxDWudfqHBau3qIVFzXL8Fn8YcEjiXjXXqqzDqc-0rBRwD9lBSxQgJjq1g}, springSecurityAuthenticated=true, authenticatedUser=admin, authorizationHeader=Bearer eyJhbGciOiJIUzUxMiJ9.eyJ1c2VySWQiOjEsInVzZXJuYW1lIjoiYWRtaW4iLCJzdWIiOiJhZG1pbiIsImlhdCI6MTc1NTU4NzI0MywiZXhwIjoxNzU2MTkyMDQzfQ.VmmAnnSC0XlYTsshArgSkx90FiZ-fxDWudfqHBau3qIVFzXL8Fn8YcEjiXjXXqqzDqc-0rBRwD9lBSxQgJjq1g, authHeaderLength=221, authorities=[ROLE_SUPER_ADMIN, SUPER_ADMIN], hasAuthorizationHeader=true, endpoint=/api/test/token-test, tokenPreview=eyJhbGciOiJIUzUxMiJ9.eyJ1c2VyS..., tokenLength=214, requestBody={testMessage=Axios实例测试请求, timestamp=2025-08-19T07:07:32.231Z}, startsWithBearer=true, timestamp=2025-08-19T15:07:32.307623600}
2025-08-19 15:07:36.053 [http-nio-8080-exec-3] INFO  com.ankai.security.JwtAuthenticationFilter - JWT过滤器处理请求: POST /api/test/token-test-public
2025-08-19 15:07:36.053 [http-nio-8080-exec-3] INFO  com.ankai.security.JwtAuthenticationFilter - === Authorization头检查 ===
2025-08-19 15:07:36.053 [http-nio-8080-exec-3] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头存在: false
2025-08-19 15:07:36.053 [http-nio-8080-exec-3] INFO  com.ankai.security.JwtAuthenticationFilter - === JWT Token检查 ===
2025-08-19 15:07:36.053 [http-nio-8080-exec-3] INFO  com.ankai.security.JwtAuthenticationFilter - Token存在: false
2025-08-19 15:07:36.055 [http-nio-8080-exec-3] INFO  com.ankai.controller.TestController - === 公开Token测试接口被调用 ===
2025-08-19 15:07:36.055 [http-nio-8080-exec-3] INFO  com.ankai.controller.TestController - 公开Token测试结果: {requiresAuth=false, endpoint=/api/test/token-test-public, method=POST, allHeaders={cookie=XXL_JOB_LOGIN_IDENTITY=7b226964223a312c22757365726e616d65223a2261646d696e222c2270617373776f7264223a226531306164633339343962613539616262653536653035376632306638383365222c22726f6c65223a312c227065726d697373696f6e223a6e756c6c7d; Idea-6d4166df=05540577-6047-4cbe-8879-88f43ceeaa3d, accept-language=zh-CN,zh;q=0.9, accept-encoding=gzip, deflate, br, zstd, referer=http://localhost:8000/token-test, sec-fetch-dest=empty, sec-fetch-mode=cors, sec-fetch-site=same-origin, origin=http://localhost:8080, sec-ch-ua-mobile=?0, content-type=application/json, sec-ch-ua="Not;A=Brand";v="99", "Google Chrome";v="139", "Chromium";v="139", accept=application/json, text/plain, */*, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36, sec-ch-ua-platform="Windows", content-length=81, connection=close, host=localhost:8080}, requestBody={testMessage=这是一个测试请求, timestamp=2025-08-19T07:07:36.047Z}, hasToken=false, authorizationHeader=null, timestamp=2025-08-19T15:07:36.055511900}
2025-08-19 15:07:40.966 [http-nio-8080-exec-5] INFO  com.ankai.security.JwtAuthenticationFilter - JWT过滤器处理请求: POST /api/test/token-test
2025-08-19 15:07:40.967 [http-nio-8080-exec-5] INFO  com.ankai.security.JwtAuthenticationFilter - === Authorization头检查 ===
2025-08-19 15:07:40.967 [http-nio-8080-exec-5] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头存在: false
2025-08-19 15:07:40.967 [http-nio-8080-exec-5] INFO  com.ankai.security.JwtAuthenticationFilter - === JWT Token检查 ===
2025-08-19 15:07:40.967 [http-nio-8080-exec-5] INFO  com.ankai.security.JwtAuthenticationFilter - Token存在: false
2025-08-19 15:07:40.968 [http-nio-8080-exec-5] INFO  com.ankai.controller.TestController - === Token测试接口被调用 ===
2025-08-19 15:07:40.968 [http-nio-8080-exec-5] INFO  com.ankai.controller.TestController - Token测试结果: {requiresAuth=true, hasAuthorizationHeader=false, tokenStatus=未提供Authorization头, endpoint=/api/test/token-test, method=POST, requestBody={testMessage=这是一个需要认证的测试请求, timestamp=2025-08-19T07:07:40.960Z}, relevantHeaders={}, springSecurityAuthenticated=true, authenticatedUser=anonymousUser, authorizationHeader=null, authorities=[ROLE_ANONYMOUS], timestamp=2025-08-19T15:07:40.968814200}
2025-08-19 15:24:08.605 [http-nio-8080-exec-6] INFO  com.ankai.security.JwtAuthenticationFilter - JWT过滤器处理请求: POST /api/auth/login
2025-08-19 15:24:08.609 [http-nio-8080-exec-6] INFO  com.ankai.security.JwtAuthenticationFilter - === Authorization头检查 ===
2025-08-19 15:24:08.609 [http-nio-8080-exec-6] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头存在: true
2025-08-19 15:24:08.609 [http-nio-8080-exec-6] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头内容: Bearer eyJhbGciOiJIUzUxMiJ9.eyJ1c2VySWQiOjEsInVzZXJuYW1lIjoiYWRtaW4iLCJzdWIiOiJhZG1pbiIsImlhdCI6MTc1NTU4NzI0MywiZXhwIjoxNzU2MTkyMDQzfQ.VmmAnnSC0XlYTsshArgSkx90FiZ-fxDWudfqHBau3qIVFzXL8Fn8YcEjiXjXXqqzDqc-0rBRwD9lBSxQgJjq1g
2025-08-19 15:24:08.609 [http-nio-8080-exec-6] INFO  com.ankai.security.JwtAuthenticationFilter - 是否以'Bearer '开头: true
2025-08-19 15:24:08.609 [http-nio-8080-exec-6] INFO  com.ankai.security.JwtAuthenticationFilter - 成功提取Token，长度: 214
2025-08-19 15:24:08.609 [http-nio-8080-exec-6] INFO  com.ankai.security.JwtAuthenticationFilter - Token前20位: eyJhbGciOiJIUzUxMiJ9...
2025-08-19 15:24:08.609 [http-nio-8080-exec-6] INFO  com.ankai.security.JwtAuthenticationFilter - === JWT Token检查 ===
2025-08-19 15:24:08.609 [http-nio-8080-exec-6] INFO  com.ankai.security.JwtAuthenticationFilter - Token存在: true
2025-08-19 15:24:08.609 [http-nio-8080-exec-6] INFO  com.ankai.security.JwtAuthenticationFilter - Token长度: 214
2025-08-19 15:24:08.609 [http-nio-8080-exec-6] INFO  com.ankai.security.JwtAuthenticationFilter - Token前20位: eyJhbGciOiJIUzUxMiJ9...
2025-08-19 15:24:08.609 [http-nio-8080-exec-6] INFO  com.ankai.security.JwtAuthenticationFilter - 开始验证Token...
2025-08-19 15:24:08.638 [http-nio-8080-exec-6] INFO  com.ankai.security.JwtAuthenticationFilter - Token验证结果: true
2025-08-19 15:24:08.641 [http-nio-8080-exec-6] INFO  com.ankai.security.UserDetailsServiceImpl - 加载用户信息: admin
2025-08-19 15:24:08.746 [http-nio-8080-exec-6] INFO  com.ankai.security.UserDetailsServiceImpl - 用户 admin 拥有权限: [ROLE_SUPER_ADMIN, SUPER_ADMIN]
2025-08-19 15:24:08.749 [http-nio-8080-exec-6] INFO  com.ankai.security.JwtAuthenticationFilter - 用户 admin 认证成功，已设置到Security上下文
2025-08-19 15:24:08.770 [http-nio-8080-exec-6] INFO  com.ankai.controller.AuthController - 接收到登录请求: admin
2025-08-19 15:24:08.770 [http-nio-8080-exec-6] INFO  com.ankai.service.impl.AuthServiceImpl - 用户登录请求: admin
2025-08-19 15:24:08.771 [http-nio-8080-exec-6] INFO  com.ankai.security.UserDetailsServiceImpl - 加载用户信息: admin
2025-08-19 15:24:08.858 [http-nio-8080-exec-6] INFO  com.ankai.security.UserDetailsServiceImpl - 用户 admin 拥有权限: [ROLE_SUPER_ADMIN, SUPER_ADMIN]
2025-08-19 15:24:08.962 [http-nio-8080-exec-6] INFO  com.ankai.service.impl.AuthServiceImpl - 用户登录成功: admin
2025-08-19 15:24:21.956 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - JWT过滤器处理请求: POST /api/test/token-test
2025-08-19 15:24:21.956 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - === Authorization头检查 ===
2025-08-19 15:24:21.956 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头存在: true
2025-08-19 15:24:21.956 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - Authorization头内容: Bearer eyJhbGciOiJIUzUxMiJ9.eyJ1c2VySWQiOjEsInVzZXJuYW1lIjoiYWRtaW4iLCJzdWIiOiJhZG1pbiIsImlhdCI6MTc1NTU4ODI0OCwiZXhwIjoxNzU2MTkzMDQ4fQ.FhIQh-gzQs8AOo5-ER3XoHBYsBHAGFF6KSwkizh_yqkhSlTQUPyDwugayysXPyDSwiTfrNmbsSW4bbZssC-R3w
2025-08-19 15:24:21.956 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - 是否以'Bearer '开头: true
2025-08-19 15:24:21.956 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - 成功提取Token，长度: 214
2025-08-19 15:24:21.956 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - Token前20位: eyJhbGciOiJIUzUxMiJ9...
2025-08-19 15:24:21.956 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - === JWT Token检查 ===
2025-08-19 15:24:21.956 [http-nio-8080-exec-4] INFO  com.ankai.security.JwtAuthenticationFilter - Token存在: true
